Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2009-11-19,YESBANK,EQ,258.9,259.7,259.7,247.4,249.05,249.65,252.84,1607135,40634548160000.0,,762934,0.4747
2009-11-20,YESBANK,EQ,249.65,248.7,260.8,244.55,259.5,259.5,253.02,2865672,72506918905000.0,,1083730,0.37820000000000004
2009-11-23,YESBANK,EQ,259.5,260.0,262.0,253.2,254.6,254.9,256.48,1743605,44719861355000.0,,704956,0.4043
2009-11-24,YESBANK,EQ,254.9,256.0,259.8,252.3,252.75,254.05,255.73,1847979,47258823350000.0,,476246,0.2577
2009-11-25,YESBANK,EQ,254.05,253.85,256.85,250.0,252.5,252.3,253.62,1694610,42978498905000.0,,790469,0.46649999999999997
2009-11-26,YESBANK,EQ,252.3,251.5,254.8,248.65,250.2,249.85,250.27,3697089,92525438435000.0,,2229849,0.6031000000000001
2009-11-27,YESBANK,EQ,249.85,243.55,249.85,235.0,248.1,248.85,242.16,1777749,43049255270000.0,,629338,0.354
2009-11-30,YESBANK,EQ,248.85,252.9,254.9,249.0,252.25,252.55,251.84,1308245,32947272230000.0,,587246,0.4489
2009-12-01,YESBANK,EQ,252.55,254.7,272.5,252.55,272.45,270.3,264.41,3320772,87804503000000.0,,1226810,0.3694
2009-12-02,YESBANK,EQ,270.3,272.8,278.4,270.05,270.4,271.5,274.71,3614101,99283207745000.0,,1239459,0.34299999999999997
2009-12-03,YESBANK,EQ,271.5,273.0,277.6,266.4,268.0,267.85,272.43,1704927,46447881670000.0,,580290,0.3404
2009-12-04,YESBANK,EQ,267.85,266.9,271.7,263.35,265.1,264.3,266.84,1145776,30573799505000.0,,287977,0.25129999999999997
2009-12-07,YESBANK,EQ,264.3,267.5,274.35,265.2,269.3,269.3,270.22,2023811,54688051670000.01,,407463,0.2013
2009-12-08,YESBANK,EQ,269.3,269.9,272.8,267.1,271.3,271.85,270.53,1805031,48830779825000.0,,679959,0.37670000000000003
2009-12-09,YESBANK,EQ,271.85,271.0,274.4,264.0,265.0,264.75,266.75,1108250,29563012230000.0,,308743,0.2786
2009-12-10,YESBANK,EQ,264.75,266.2,267.4,257.4,258.0,258.4,261.84,2922719,76527048075000.0,,1495228,0.5115999999999999
2009-12-11,YESBANK,EQ,258.4,263.0,263.4,254.0,257.0,256.0,258.25,1831075,47287610345000.0,,668396,0.365
2009-12-14,YESBANK,EQ,256.0,257.2,257.85,248.55,250.0,249.75,252.65,1386555,35031676864999.996,,544183,0.3925
2009-12-15,YESBANK,EQ,249.75,252.85,253.45,246.5,247.5,247.55,248.69,2775742,69030521190000.0,,1718649,0.6192000000000001
2009-12-16,YESBANK,EQ,247.55,248.9,249.95,243.0,247.5,246.85,246.6,1382253,34086713975000.0,,495883,0.35869999999999996
2009-12-17,YESBANK,EQ,246.85,246.5,253.4,245.0,252.0,252.05,250.29,1707005,42725027365000.0,,631882,0.37020000000000003
2009-12-18,YESBANK,EQ,252.05,251.95,254.9,249.5,250.45,250.75,252.72,1527996,38615670870000.0,,705601,0.4618
2009-12-21,YESBANK,EQ,250.75,250.0,251.9,246.0,248.9,248.7,248.55,731013,18169603850000.0,,260054,0.3557
2009-12-22,YESBANK,EQ,248.7,251.4,259.9,250.05,259.65,259.1,255.73,1833671,46891737635000.0,,730443,0.39840000000000003
2009-12-23,YESBANK,EQ,259.1,259.1,268.8,259.1,267.05,268.05,265.1,2031786,53862094365000.0,,946301,0.4657
2009-12-24,YESBANK,EQ,268.05,268.05,274.4,265.25,270.6,271.0,270.39,1761927,47640431840000.0,,632588,0.359
2009-12-29,YESBANK,EQ,271.0,275.0,275.7,269.05,273.9,272.7,272.55,876461,23888274535000.0,,343776,0.3922
2009-12-30,YESBANK,EQ,272.7,271.4,274.5,270.1,271.3,271.95,272.24,970619,26423860630000.0,,589565,0.6074
2009-12-31,YESBANK,EQ,271.95,273.0,274.15,264.4,267.3,266.15,269.1,1543387,41532559725000.0,,914267,0.5924
2010-01-04,YESBANK,EQ,266.15,268.8,269.5,266.15,268.1,268.45,268.05,560429,15022360285000.0,,241739,0.4313
2010-01-05,YESBANK,EQ,268.45,269.95,278.8,260.0,271.5,272.4,269.89,3682135,99377369305000.0,,1860115,0.5052000000000001
2010-01-06,YESBANK,EQ,272.4,273.4,275.85,267.1,268.0,268.55,271.13,1798202,48755382975000.0,,797642,0.4436
2010-01-07,YESBANK,EQ,268.55,269.55,269.75,263.05,263.8,264.0,265.19,1077233,28566680595000.0,,441964,0.4103
2010-01-08,YESBANK,EQ,264.0,265.0,266.7,262.0,263.0,262.75,264.02,963831,25447033335000.0,,368519,0.3823
2010-01-11,YESBANK,EQ,262.75,265.5,270.8,264.05,267.85,267.6,267.56,981635,26264337930000.0,,261446,0.2663
2010-01-12,YESBANK,EQ,267.6,268.0,270.5,260.35,262.0,263.1,264.83,1284854,34026222700000.0,,468294,0.36450000000000005
2010-01-13,YESBANK,EQ,263.1,261.7,263.05,256.7,262.75,262.55,260.51,1946649,50712216100000.0,,1340637,0.6887000000000001
2010-01-14,YESBANK,EQ,262.55,263.0,271.1,263.0,270.0,269.1,268.19,1660392,44529764320000.0,,681605,0.4105
2010-01-15,YESBANK,EQ,269.1,270.7,272.25,266.15,267.35,267.1,269.56,684481,18450675260000.0,,164887,0.2409
2010-01-18,YESBANK,EQ,267.1,265.15,273.5,265.15,273.0,272.3,270.28,907440,24526303855000.0,,313080,0.34500000000000003
2010-01-19,YESBANK,EQ,272.3,274.0,285.7,273.5,282.75,284.0,281.1,5494344,154446088635000.0,,1650843,0.3005
2010-01-20,YESBANK,EQ,284.0,285.0,287.75,272.0,272.15,273.2,278.26,4885829,135954712515000.02,,1446863,0.2961
2010-01-21,YESBANK,EQ,273.2,271.9,272.35,263.0,264.15,264.7,265.75,3017327,80184968965000.0,,1408446,0.4668
2010-01-22,YESBANK,EQ,264.7,261.2,264.0,255.0,259.75,259.25,259.98,2594173,67443664815000.0,,1262898,0.4868
2010-01-25,YESBANK,EQ,259.25,258.45,258.45,242.9,245.0,245.8,247.64,2466046,61068588895000.01,,1256757,0.5096
2010-01-27,YESBANK,EQ,245.8,243.0,244.95,231.3,236.0,235.85,238.81,3157961,75416372490000.0,,1472022,0.4661
2010-01-28,YESBANK,EQ,235.85,238.5,252.5,238.0,244.0,245.45,247.05,4167116,102949683115000.0,,1831347,0.43950000000000006
2010-01-29,YESBANK,EQ,245.45,244.3,252.25,239.0,250.4,249.25,245.4,3567945,87556335055000.0,,1150399,0.3224
2010-02-01,YESBANK,EQ,249.25,250.0,255.0,245.7,253.5,253.1,252.06,1335238,33655386389999.996,,461438,0.3456
2010-02-02,YESBANK,EQ,253.1,255.1,257.55,241.5,242.35,243.35,248.67,1994368,49593256755000.0,,617882,0.3098
2010-02-03,YESBANK,EQ,243.35,244.0,252.0,244.0,250.95,250.5,249.12,1953929,48676752760000.0,,708688,0.3627
2010-02-04,YESBANK,EQ,250.5,250.0,252.9,240.0,242.9,242.7,248.54,1590518,39529973540000.0,,459017,0.2886
2010-02-05,YESBANK,EQ,242.7,238.5,243.4,232.2,239.6,239.3,238.49,1374975,32791484114999.996,,296297,0.21550000000000002
2010-02-06,YESBANK,EQ,239.3,240.4,245.5,240.4,241.8,241.8,241.81,121317,2933529445000.0,,33485,0.276
2010-02-08,YESBANK,EQ,241.8,244.9,244.9,233.9,238.3,238.45,238.31,2167482,51652886560000.0,,953351,0.43979999999999997
2010-02-09,YESBANK,EQ,238.45,239.9,241.3,236.0,238.1,237.85,238.34,1460259,34804276395000.0,,669824,0.4587
2010-02-10,YESBANK,EQ,237.85,240.0,241.85,231.4,232.75,232.6,236.05,1501233,35436147325000.0,,583488,0.3887
2010-02-11,YESBANK,EQ,232.6,234.8,239.4,234.25,237.85,237.4,237.18,707271,16774796685000.0,,190792,0.2698
2010-02-15,YESBANK,EQ,237.4,239.95,240.0,232.0,234.65,234.25,234.38,802912,18818792330000.0,,296833,0.3697
2010-02-16,YESBANK,EQ,234.25,236.8,242.3,232.0,242.0,240.0,236.68,996031,23573628355000.0,,424155,0.4258
2010-02-17,YESBANK,EQ,240.0,242.0,244.0,237.4,241.85,241.85,241.57,952492,23009807260000.0,,318162,0.334
2010-02-18,YESBANK,EQ,241.85,239.0,242.55,235.1,235.35,236.0,238.31,1015001,24188605130000.0,,404161,0.3982
2010-02-19,YESBANK,EQ,236.0,235.0,235.0,227.1,228.8,229.35,231.03,1783776,41211111040000.0,,764277,0.42850000000000005
2010-02-22,YESBANK,EQ,229.35,234.5,238.9,232.3,234.35,234.55,235.55,1589105,37430577770000.0,,485109,0.3053
2010-02-23,YESBANK,EQ,234.55,242.5,242.5,234.0,236.0,236.15,236.33,647485,15302147390000.0,,123964,0.1915
2010-02-24,YESBANK,EQ,236.15,234.9,236.7,229.6,230.7,230.8,232.87,1174348,27347140200000.0,,643712,0.5481
2010-02-25,YESBANK,EQ,230.8,232.0,233.0,223.2,225.55,224.75,226.4,2664953,60335821079999.99,,1054487,0.3957
2010-02-26,YESBANK,EQ,224.75,226.1,240.7,222.5,237.0,236.6,232.94,2405999,56046309054999.99,,797305,0.33140000000000003
2010-03-02,YESBANK,EQ,236.6,240.9,246.7,238.2,245.65,245.1,244.5,1840926,45010164415000.0,,754272,0.4097
2010-03-03,YESBANK,EQ,245.1,247.0,251.1,245.6,248.0,249.7,248.44,2100497,52185588575000.0,,990714,0.4717
2010-03-04,YESBANK,EQ,249.7,248.0,255.9,247.65,254.4,254.5,253.54,2245639,56934886790000.0,,1035822,0.46130000000000004
2010-03-05,YESBANK,EQ,254.5,255.1,256.7,250.6,251.05,251.6,253.45,877684,22244758445000.0,,283476,0.32299999999999995
2010-03-08,YESBANK,EQ,251.6,254.9,256.7,251.6,253.5,254.0,254.29,1016131,25839468315000.0,,478765,0.4712
2010-03-09,YESBANK,EQ,254.0,255.0,255.05,248.0,248.6,249.15,250.79,528203,13246979120000.0,,97119,0.1839
2010-03-10,YESBANK,EQ,249.15,248.0,250.85,246.35,249.0,248.35,248.5,600732,14928380915000.0,,163596,0.2723
2010-03-11,YESBANK,EQ,248.35,246.3,253.7,246.3,251.5,251.8,251.41,967295,24318445970000.0,,228710,0.2364
2010-03-12,YESBANK,EQ,251.8,253.0,258.7,253.0,253.15,253.75,255.99,2086406,53410255175000.0,,585409,0.2806
2010-03-15,YESBANK,EQ,253.75,253.0,253.0,247.55,248.55,248.55,249.36,722435,18014398620000.0,,181256,0.2509
2010-03-16,YESBANK,EQ,248.55,250.0,250.0,242.55,245.0,244.5,244.34,2015737,49252283860000.0,,1053291,0.5225
2010-03-17,YESBANK,EQ,244.5,246.5,248.5,245.05,245.75,245.95,246.46,782695,19289971115000.0,,308270,0.39390000000000003
2010-03-18,YESBANK,EQ,245.95,246.5,250.8,244.8,250.6,249.55,248.67,1130149,28103080875000.0,,266706,0.23600000000000002
2010-03-19,YESBANK,EQ,249.55,250.05,252.4,241.15,246.4,247.3,248.29,1767536,43886177530000.0,,290465,0.1643
2010-03-22,YESBANK,EQ,247.3,242.8,244.5,238.75,239.25,239.8,241.05,1423173,34305705850000.0,,784945,0.5515
2010-03-23,YESBANK,EQ,239.8,242.1,243.1,237.0,237.55,237.9,239.28,1026619,24564761785000.0,,456065,0.44420000000000004
2010-03-25,YESBANK,EQ,237.9,239.7,243.0,236.0,242.5,240.9,239.49,1044964,25026158015000.0,,491836,0.4707
2010-03-26,YESBANK,EQ,240.9,242.0,252.5,242.0,251.95,251.4,248.4,1741531,43259271585000.0,,759725,0.4362
2010-03-29,YESBANK,EQ,251.4,252.1,260.0,252.1,258.0,257.45,257.54,2859356,73638982445000.0,,1297889,0.4539
2010-03-30,YESBANK,EQ,257.45,260.05,260.8,255.7,256.5,256.55,257.66,1467129,37801452210000.0,,718213,0.48950000000000005
2010-03-31,YESBANK,EQ,256.55,259.1,259.1,252.35,254.2,256.2,255.63,1001595,25603513925000.0,,376875,0.3763
2010-04-01,YESBANK,EQ,256.2,257.8,259.65,256.55,259.0,258.05,258.27,704342,18191006415000.0,,293197,0.41630000000000006
2010-04-05,YESBANK,EQ,258.05,261.0,265.35,259.9,264.0,264.2,263.86,928849,24508188360000.0,,277699,0.299
2010-04-06,YESBANK,EQ,264.2,266.0,267.9,261.1,262.85,262.4,264.31,1273029,33647933414999.996,,500151,0.3929
2010-04-07,YESBANK,EQ,262.4,263.0,264.3,257.0,260.75,260.45,259.75,2120645,55084622625000.0,,1178267,0.5556
2010-04-08,YESBANK,EQ,260.45,259.95,262.4,257.7,260.0,259.95,259.87,1248906,32455687200000.0,,604274,0.48380000000000006
2010-04-09,YESBANK,EQ,259.95,259.95,264.9,259.75,263.5,263.65,262.99,874152,22989385925000.0,,344701,0.3943
2010-04-12,YESBANK,EQ,263.65,263.7,264.8,261.25,263.8,263.3,262.67,444883,11685873405000.0,,230161,0.5174000000000001
2010-04-13,YESBANK,EQ,263.3,264.5,265.0,256.65,257.0,257.75,259.14,1156723,29974782189999.996,,735434,0.6358
2010-04-15,YESBANK,EQ,257.75,259.5,262.0,250.1,251.2,251.95,255.14,817823,20866143020000.0,,433619,0.5302
2010-04-16,YESBANK,EQ,251.95,251.0,252.35,246.75,248.85,249.45,249.72,1109899,27716295739999.996,,385644,0.34750000000000003
2010-04-19,YESBANK,EQ,249.45,245.0,255.3,245.0,253.45,253.85,251.84,1443488,36352252470000.0,,619400,0.4291
2010-04-20,YESBANK,EQ,253.85,254.1,258.95,251.6,257.45,256.55,255.82,1459246,37329780750000.0,,647320,0.4436
2010-04-21,YESBANK,EQ,256.55,258.85,273.15,258.05,271.0,271.75,266.29,3397491,90470368375000.0,,1637029,0.4818
2010-04-22,YESBANK,EQ,271.75,271.7,273.9,267.25,268.1,268.95,270.66,1641633,44431789340000.0,,557242,0.3394
2010-04-23,YESBANK,EQ,268.95,268.5,272.65,268.5,270.5,271.05,271.0,906065,24554441575000.0,,291841,0.3221
2010-04-26,YESBANK,EQ,271.05,274.1,282.45,273.5,282.2,281.3,278.85,2428673,67723752910000.0,,960275,0.3954
2010-04-27,YESBANK,EQ,281.3,282.8,285.4,274.25,275.35,275.6,280.5,4233394,118747151250000.0,,1353151,0.3196
2010-04-28,YESBANK,EQ,275.6,272.0,280.0,270.4,277.65,277.3,276.21,1853926,51207338975000.0,,556684,0.3003
2010-04-29,YESBANK,EQ,277.3,276.9,295.4,276.9,293.45,293.25,288.4,5689407,164084037060000.0,,2103388,0.3697
2010-04-30,YESBANK,EQ,293.25,298.0,298.0,283.55,286.3,285.65,287.99,3855438,111032661555000.0,,1477933,0.3833
2010-05-03,YESBANK,EQ,285.65,284.75,289.85,282.2,287.85,286.95,286.25,1529579,43784935445000.0,,408212,0.2669
2010-05-04,YESBANK,EQ,286.95,289.5,290.4,278.3,278.65,279.4,285.89,1723582,49276303090000.0,,536415,0.31120000000000003
2010-05-05,YESBANK,EQ,279.4,273.2,279.0,270.1,278.0,276.35,274.56,4138660,113629227805000.0,,2111617,0.5102
2010-05-06,YESBANK,EQ,276.35,274.5,276.4,267.6,270.7,270.05,271.31,2766800,75066983850000.0,,1291180,0.4667
2010-05-07,YESBANK,EQ,270.05,262.55,269.3,262.0,266.0,264.75,265.66,1575569,41856729010000.0,,433535,0.2752
2010-05-10,YESBANK,EQ,264.75,266.6,279.75,266.5,278.3,277.95,275.15,1831022,50380107240000.0,,542950,0.2965
2010-05-11,YESBANK,EQ,277.95,279.0,280.95,273.0,275.1,275.9,275.84,1190882,32849385600000.0,,484791,0.4071
2010-05-12,YESBANK,EQ,275.9,276.7,277.4,266.4,273.0,272.05,271.7,1754670,47674952595000.0,,573890,0.3271
2010-05-13,YESBANK,EQ,272.05,276.0,279.85,273.95,276.7,277.1,276.61,2684437,74255471770000.0,,1662345,0.6193
2010-05-14,YESBANK,EQ,277.1,278.0,278.0,271.3,272.5,272.85,273.68,1044146,28576564110000.004,,562868,0.5391
2010-05-17,YESBANK,EQ,272.85,257.2,276.35,240.0,273.2,272.8,268.75,1622753,43611347285000.0,,662312,0.4081
2010-05-18,YESBANK,EQ,272.8,272.7,276.85,269.65,272.65,272.75,273.87,1269054,34756198905000.0,,469621,0.3701
2010-05-19,YESBANK,EQ,272.75,270.0,273.9,263.6,263.7,265.2,269.0,2786701,74962707975000.0,,1624146,0.5828
2010-05-20,YESBANK,EQ,265.2,264.0,275.95,262.65,275.75,274.35,270.96,2093987,56737923325000.0,,903449,0.4314
2010-05-21,YESBANK,EQ,274.35,270.0,271.0,260.65,266.3,265.4,265.28,1553574,41213135065000.0,,474517,0.3054
2010-05-24,YESBANK,EQ,265.4,269.95,272.8,261.6,262.0,263.85,267.99,777013,20823416660000.0,,235518,0.3031
2010-05-25,YESBANK,EQ,263.85,262.4,262.8,256.5,256.65,258.2,259.26,1166344,30238768810000.004,,578864,0.4963
2010-05-26,YESBANK,EQ,258.2,261.3,263.9,258.55,261.0,261.25,260.6,768443,20025494145000.0,,299147,0.3893
2010-05-27,YESBANK,EQ,261.25,262.9,269.95,253.55,267.85,267.2,261.35,1821191,47597103970000.0,,627651,0.3446
2010-05-28,YESBANK,EQ,267.2,271.8,284.7,269.15,280.45,281.75,277.42,3449723,95702684265000.0,,1239538,0.3593
2010-05-31,YESBANK,EQ,281.75,282.0,289.7,279.65,287.0,287.95,286.67,3049332,87416368800000.0,,1099434,0.3605
2010-06-01,YESBANK,EQ,287.95,285.35,286.7,277.0,277.7,278.95,282.07,1929235,54418300360000.0,,845394,0.43820000000000003
2010-06-02,YESBANK,EQ,278.95,280.0,284.95,279.0,284.0,283.55,281.97,1045042,29466597864999.996,,253535,0.2426
2010-06-03,YESBANK,EQ,283.55,285.0,297.25,283.55,295.0,295.25,292.02,3063898,89471438715000.0,,814102,0.2657
2010-06-04,YESBANK,EQ,295.25,298.35,299.4,290.55,292.5,292.2,295.0,4067827,120000061975000.0,,831983,0.2045
2010-06-07,YESBANK,EQ,292.2,275.0,288.15,275.0,286.95,286.0,284.95,1977977,56361672725000.0,,686673,0.3472
2010-06-08,YESBANK,EQ,286.0,288.7,293.3,281.5,282.0,282.55,288.37,2517546,72598274235000.0,,626031,0.2487
2010-06-09,YESBANK,EQ,282.55,284.0,286.2,274.2,280.0,279.25,281.35,3174558,89315399895000.0,,1264127,0.3982
2010-06-10,YESBANK,EQ,279.25,282.0,283.3,275.4,281.55,281.8,279.88,2820190,78931148685000.0,,1169721,0.4148
2010-06-11,YESBANK,EQ,281.8,286.0,290.3,282.0,287.0,287.6,285.78,3870333,110604685634999.98,,1670925,0.43170000000000003
2010-06-14,YESBANK,EQ,287.6,289.0,289.85,284.15,286.5,286.7,286.55,1443334,41358696510000.0,,572518,0.39670000000000005
2010-06-15,YESBANK,EQ,286.7,285.5,285.5,280.1,283.7,283.7,282.97,1366741,38674521360000.0,,512974,0.3753
2010-06-16,YESBANK,EQ,283.7,284.5,288.3,281.8,282.0,282.85,284.84,1730126,49280888740000.0,,868271,0.5019
2010-06-17,YESBANK,EQ,282.85,279.45,285.9,279.05,284.0,284.2,283.4,1872839,53075737330000.0,,406583,0.21710000000000002
2010-06-18,YESBANK,EQ,284.2,285.0,286.5,278.35,278.6,279.9,282.65,899673,25428936025000.0,,270192,0.3003
2010-06-21,YESBANK,EQ,279.9,280.0,284.9,280.0,281.9,281.65,282.65,1042705,29472367155000.0,,489331,0.4693
2010-06-22,YESBANK,EQ,281.65,280.0,280.0,262.8,271.9,271.85,268.31,21017264,563917606935000.0,,7186866,0.342
2010-06-23,YESBANK,EQ,271.85,273.0,277.95,271.3,276.5,276.95,275.75,3712531,102373482400000.0,,1631270,0.4394
2010-06-24,YESBANK,EQ,276.95,279.0,279.0,269.0,272.5,271.05,273.16,4806482,131295549955000.0,,2181045,0.45380000000000004
2010-06-25,YESBANK,EQ,271.05,271.5,274.4,268.8,272.05,272.25,272.8,1849548,50455424930000.0,,1104546,0.5972
2010-06-28,YESBANK,EQ,272.25,270.2,273.5,268.6,272.0,272.05,271.37,1585782,43034020570000.0,,790840,0.4987
2010-06-29,YESBANK,EQ,272.05,260.0,272.0,260.0,267.8,267.95,268.75,1698471,45646230965000.0,,948040,0.5582
2010-06-30,YESBANK,EQ,267.95,263.0,270.2,262.0,269.0,269.3,267.7,1302619,34871706810000.004,,663530,0.5094
2010-07-01,YESBANK,EQ,269.3,267.0,271.2,266.0,269.15,269.6,268.06,975306,26143574975000.0,,422079,0.4328
2010-07-02,YESBANK,EQ,269.6,269.0,273.9,265.85,266.8,267.8,270.43,1308700,35391375805000.0,,496249,0.37920000000000004
2010-07-05,YESBANK,EQ,267.8,266.0,270.25,266.0,268.4,268.4,268.51,673357,18080034700000.0,,365381,0.5426
2010-07-06,YESBANK,EQ,268.4,269.0,278.9,268.35,274.35,275.85,274.67,2513197,69029626720000.01,,1053330,0.4191
2010-07-07,YESBANK,EQ,275.85,274.9,275.85,268.7,269.8,270.1,271.93,1539409,41861140355000.0,,771022,0.5009
2010-07-08,YESBANK,EQ,270.1,272.1,276.7,272.1,274.95,275.8,274.89,2041474,56118063750000.0,,1331622,0.6523000000000001
2010-07-09,YESBANK,EQ,275.8,277.6,286.6,276.5,284.9,285.7,283.71,2776220,78765167910000.0,,1525619,0.5495
2010-07-12,YESBANK,EQ,285.7,287.0,291.0,284.1,285.4,285.85,286.57,1445530,41424297315000.0,,728681,0.5041
2010-07-13,YESBANK,EQ,285.85,286.5,289.4,284.6,286.9,287.65,286.74,838691,24048990765000.0,,366709,0.4372
2010-07-14,YESBANK,EQ,287.65,290.65,292.7,282.35,284.5,284.1,287.88,1569665,45187989595000.0,,877612,0.5590999999999999
2010-07-15,YESBANK,EQ,284.1,286.0,288.45,284.55,287.75,286.65,286.62,1087510,31170010630000.0,,587267,0.54
2010-07-16,YESBANK,EQ,286.65,287.5,301.0,287.0,301.0,299.45,295.69,3256391,96287449665000.0,,913977,0.2807
2010-07-19,YESBANK,EQ,299.45,297.15,302.75,296.75,297.55,297.85,299.32,1899501,56855782375000.0,,478720,0.252
2010-07-20,YESBANK,EQ,297.85,299.0,301.9,296.1,296.65,297.45,299.65,1379521,41337611730000.0,,512230,0.3713
2010-07-21,YESBANK,EQ,297.45,300.0,304.7,291.2,297.25,297.85,299.2,6093212,182306633510000.0,,1155905,0.18969999999999998
2010-07-22,YESBANK,EQ,297.85,299.0,303.0,295.4,298.5,298.8,299.99,4533278,135994446284999.98,,2221506,0.49
2010-07-23,YESBANK,EQ,298.8,300.0,304.4,298.8,301.5,301.85,301.03,2844561,85629286130000.0,,1431020,0.5031
2010-07-26,YESBANK,EQ,301.85,302.0,303.65,296.05,298.4,298.75,298.59,1054078,31473977039999.996,,496069,0.4706
2010-07-27,YESBANK,EQ,298.75,300.0,302.8,298.65,299.9,299.75,300.38,1533237,46054998025000.0,,834902,0.5445000000000001
2010-07-28,YESBANK,EQ,299.75,301.5,301.5,290.1,290.65,291.75,293.42,1678080,49237431315000.0,,974120,0.5805
2010-07-29,YESBANK,EQ,291.75,292.7,294.95,290.35,294.4,292.0,292.43,1763445,51568544005000.0,,953672,0.5408
2010-07-30,YESBANK,EQ,292.0,293.3,299.25,293.15,295.1,295.65,296.18,1276408,37804169515000.0,,679292,0.5322
2010-08-02,YESBANK,EQ,295.65,296.0,307.5,296.0,306.85,305.45,302.93,1724544,52241950605000.0,,649456,0.3766
2010-08-03,YESBANK,EQ,305.45,308.0,311.85,307.05,308.65,309.25,309.61,1934430,59891935370000.01,,754525,0.3901
2010-08-04,YESBANK,EQ,309.25,311.35,311.35,301.65,303.1,303.6,305.36,1732156,52893626280000.0,,850979,0.4913
2010-08-05,YESBANK,EQ,303.6,304.0,305.7,298.0,299.5,299.25,301.36,1650099,49727126035000.0,,849371,0.5147
2010-08-06,YESBANK,EQ,299.25,300.0,303.65,295.0,297.15,296.3,299.44,1023325,30642097035000.004,,472043,0.46130000000000004
2010-08-09,YESBANK,EQ,296.3,298.2,305.45,297.5,304.8,304.95,302.15,1557895,47071536460000.0,,901406,0.5786
2010-08-10,YESBANK,EQ,304.95,305.5,309.0,302.1,303.5,302.75,305.76,1740949,53231318010000.0,,1087198,0.6245
2010-08-11,YESBANK,EQ,302.75,303.0,305.5,299.4,299.65,300.5,301.88,741835,22394477245000.0,,406287,0.5477000000000001
2010-08-12,YESBANK,EQ,300.5,298.0,308.25,297.0,306.55,305.75,303.72,3155716,95844319290000.0,,2259844,0.7161
2010-08-13,YESBANK,EQ,305.75,307.55,329.7,306.0,325.05,321.0,315.87,4362888,137811824295000.0,,2518633,0.5773
2010-08-16,YESBANK,EQ,321.0,320.0,325.0,315.2,318.7,318.65,319.88,1488186,47603869570000.0,,669011,0.4495
2010-08-17,YESBANK,EQ,318.65,324.0,329.4,312.0,328.75,327.65,323.96,2068847,67022969400000.0,,757843,0.3663
2010-08-18,YESBANK,EQ,327.65,330.0,331.45,323.55,326.6,327.8,326.9,1454815,47558507315000.0,,681374,0.46840000000000004
2010-08-19,YESBANK,EQ,327.8,328.0,344.65,328.0,341.55,342.7,337.56,3258418,109990958500000.0,,1539617,0.47250000000000003
2010-08-20,YESBANK,EQ,342.7,341.2,341.2,330.55,331.5,331.5,334.18,1945454,65013941385000.0,,1034587,0.5318
2010-08-23,YESBANK,EQ,331.5,331.35,337.0,328.05,332.5,332.85,333.03,982279,32712943400000.0,,181325,0.18460000000000001
2010-08-24,YESBANK,EQ,332.85,332.85,334.0,325.4,329.3,328.6,329.15,1831056,60269283500000.0,,1174507,0.6414
2010-08-25,YESBANK,EQ,328.6,327.95,333.3,322.6,328.4,327.75,327.67,1118535,36651210750000.0,,399152,0.3569
2010-08-26,YESBANK,EQ,327.75,329.0,331.35,323.95,325.8,326.0,328.09,1178790,38674718735000.0,,627920,0.5327000000000001
2010-08-27,YESBANK,EQ,326.0,325.0,329.3,319.6,320.35,321.8,325.11,876266,28488347785000.004,,402804,0.4597
2010-08-30,YESBANK,EQ,321.8,322.0,327.15,313.4,317.3,316.4,318.45,1089548,34696638670000.0,,454226,0.4169
2010-08-31,YESBANK,EQ,316.4,315.0,315.0,302.55,311.5,311.2,307.81,2119693,65246681595000.01,,1067842,0.5038
2010-09-01,YESBANK,EQ,311.2,312.55,321.2,312.3,319.25,319.85,317.1,1167441,37020118700000.0,,534028,0.45740000000000003
2010-09-02,YESBANK,EQ,319.85,323.8,323.8,316.0,316.4,318.0,319.47,821652,26249030685000.0,,272500,0.33159999999999995
2010-09-03,YESBANK,EQ,318.0,321.0,321.0,314.5,318.3,318.65,318.35,806423,25672329665000.0,,285783,0.3544
2010-09-06,YESBANK,EQ,318.65,321.7,327.4,320.1,322.75,322.1,323.44,1569673,50768794515000.0,,741551,0.47240000000000004
2010-09-07,YESBANK,EQ,322.1,323.9,324.65,316.9,317.5,317.6,319.6,721247,23051399695000.0,,228291,0.3165
2010-09-08,YESBANK,EQ,317.6,318.0,319.5,313.85,319.0,317.7,317.28,785340,24917359275000.0,,278165,0.3542
2010-09-09,YESBANK,EQ,317.7,319.0,324.0,318.3,321.05,320.75,321.06,1059551,34017751130000.0,,510781,0.48210000000000003
2010-09-13,YESBANK,EQ,320.75,323.0,332.9,322.15,329.35,330.6,329.5,2585582,85194515100000.0,,1154492,0.4465
2010-09-14,YESBANK,EQ,330.6,332.0,335.0,325.1,328.1,328.7,330.05,1798692,59366560990000.0,,862839,0.4797
2010-09-15,YESBANK,EQ,328.7,330.0,337.45,326.0,327.0,326.65,330.92,2390734,79113964020000.0,,1069390,0.4473
2010-09-16,YESBANK,EQ,326.65,328.1,335.0,326.0,330.45,329.3,330.88,2564627,84858980090000.0,,993102,0.3872
